,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
11010,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Innovation and Green Development,2949-7531,29497531,31514,Active,
11011,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,International Journal of Production Economics,0925-5273,09255273,05380,Active,Formerly known as Engineering Costs and Production Economics
11012,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,International Journal of Project Management,0263-7863,02637863,03047,Active,
11013,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,International Transactions in Operational Research,0969-6016,09696016,00134,Transferred,Transferred to Blackwell as of 2001
11014,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Engineering and Technology Management,0923-4748,09234748,05392,Active,Formerly known as Engineering Management International
11015,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,The Journal of High Technology Management Research,1047-8310,10478310,07423,Active,
11016,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Industrial Information Integration,2452-414X,2452414X,18297,Active,
11017,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,"Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
11018,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Operations Management,0272-6963,02726963,05400,Transferred,Transferred to Wiley as of 2019
11019,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Purchasing and Supply Management,1478-4092,14784092,03028,Active,Formerly known as European Journal of Purchasing & Supply Management
11022,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Strategy & Innovation,3050-7901,30507901,07423,Active,
11023,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Journal of Transportation Systems Engineering and Information Technology,1570-6672,15706672,04290,Discontinued,Title discontinued as of 2015
11024,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Location Science,0966-8349,09668349,00300,Incorporated,Incorporated into Computers & Operations Research
11025,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Machine Learning with Applications,2666-8270,26668270,30455,Active,
11026,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Omega,0305-0483,03050483,00375,Active,
11027,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,"Operations Research, Data Analytics and Logistics",3050-7847,30507847,12972,Active,
11028,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Operations Research for Health Care,2211-6923,22116923,12972,Active,
11029,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Operations Research Letters,0167-6377,01676377,05412,Active,
11030,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Operations Research Perspectives,2214-7160,22147160,17040,Active,
11031,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Performance Evaluation,0166-5316,01665316,05304,Active,
11032,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Procedia Manufacturing,2351-9789,23519789,17073,Discontinued,Title discontinued as of 2022
11033,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Research Policy,0048-7333,00487333,05415,Active,
11034,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Research in Transportation Business & Management,2210-5395,22105395,12904,Active,
11035,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Socio-Economic Planning Sciences,0038-0121,00380121,00317,Active,
11036,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Surveys in Operations Research and Management Science,1876-7354,18767354,00300,Incorporated,Formerly known as Handbooks in Operations Research and Management Science; Incorporated into Computers & Operations Research;
11037,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Sustainability Analytics and Modeling,2667-2596,26672596,31153,Active,
11038,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Sustainable Futures,2666-1888,26661888,30238,Active,
11039,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Sustainable Manufacturing and Service Economics,2667-3444,26673444,31176,Active,
11040,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Sustainable Operations and Computers,2666-4127,26664127,30317,Active,
11041,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Systems Engineering Procedia,2211-3819,22113819,12948,Discontinued,Title discontinued as of 2013
11042,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Systems Engineering – Theory & Practice,1874-8651,18748651,08642,Discontinued,Title discontinued as of 2010
11043,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Technological Forecasting,0099-3964,00993964,07771,Changed Name,Continued as Technological Forecasting and Social Change
11044,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Technological Forecasting and Social Change,0040-1625,00401625,07771,Active,Formerly known as Technological Forecasting
11045,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Technovation,0166-4972,01664972,02109,Active,
11046,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Interdisciplinary Perspectives,2590-1982,25901982,30095,Active,
11047,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Part A: Policy and Practice,0965-8564,09658564,00547,Active,Formerly known as Transportation Research Part A: General
11048,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Part B: Methodological,0191-2615,01912615,00548,Active,Formerly part of Transportation Research
11049,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Part C: Emerging Technologies,0968-090X,0968090X,00130,Active,
11050,Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Part E: Logistics and Transportation Review,1366-5545,13665545,01012,Active,
11051,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Computational Statistics & Data Analysis,0167-9473,01679473,05364,Active,
11052,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",European Journal of Operational Research,0377-2217,03772217,05369,Active,
11053,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
11054,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
11055,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Innovation and Green Development,2949-7531,29497531,31514,Active,
11056,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Insurance: Mathematics and Economics,0167-6687,01676687,05376,Active,
11057,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
11058,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",International Transactions in Operational Research,0969-6016,09696016,00134,Transferred,Transferred to Blackwell as of 2001
11059,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Journal of the Korean Statistical Society,1226-3192,12263192,08629,Transferred,Transferred to Springer as of 2020
11060,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Journal of Multivariate Analysis,0047-259X,0047259X,12078,Active,
11061,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty","Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
11062,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Journal of Statistical Planning and Inference,0378-3758,03783758,05401,Active,
11063,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Mathematical Social Sciences,0165-4896,01654896,05410,Active,
11064,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Operations Research Letters,0167-6377,01676377,05412,Active,
11065,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Operations Research Perspectives,2214-7160,22147160,17040,Active,
11067,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Risk Sciences,2950-6298,29506298,31843,Active,
11068,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Socio-Economic Planning Sciences,0038-0121,00380121,00317,Active,
11069,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Spatial and Spatio-temporal Epidemiology,1877-5845,18775845,05630,Active,
11070,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Spatial Statistics,2211-6753,22116753,10088,Active,
11071,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Statistical Methodology,1572-3127,15723127,05495,Discontinued,Title discontinued as of 2017
11072,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Statistics & Probability Letters,0167-7152,01677152,05422,Active,
11073,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Stochastic Processes and their Applications,0304-4149,03044149,05423,Active,
11074,Social Sciences and Humanities,Decision Sciences,"Statistics, Probability and Uncertainty",Surveys in Operations Research and Management Science,1876-7354,18767354,00300,Incorporated,Formerly known as Handbooks in Operations Research and Management Science; Incorporated into Computers & Operations Research;
11198,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Arab Economic and Business Journal,2214-4625,22144625,17023,Transferred,Transferred back to the society as of 2019
11199,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Asia and the Global Economy,2667-1115,26671115,31121,Active,
11200,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",The Asian Journal of Shipping and Logistics,2092-5212,20925212,10107,Active,
11201,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Case Studies on Transport Policy,2213-624X,2213624X,10163,Active,
11202,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Central Bank Review,1303-0701,13030701,18264,Active,
11203,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Cleaner and Circular Bioeconomy,2772-8013,27728013,31347,Active,
11205,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",EconomiA,1517-7580,15177580,18044,Active,
11206,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Economic Analysis and Policy,0313-5926,03135926,17037,Active,
11207,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Ecosystem Services,2212-0416,22120416,08796,Active,
11208,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Energy Policy,0301-4215,03014215,03026,Active,
11209,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Ensayos sobre Política Económica,0120-4483,01204483,16824,Transferred,Transferred back to the society as of 2018
11210,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Estudios Gerenciales,0123-5923,01235923,15823,Transferred,Transferred back to the society as of 2018
11211,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Finance Research Open,3050-7006,30507006,32075,Active,
11213,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Global Economics and Management Review,2340-1540,23401540,15825,Transferred,Transferred back to the society as of 2017
11214,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Heliyon,2405-8440,24058440,18230,Active,
11215,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Innovation and Green Development,2949-7531,29497531,31514,Active,
11216,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Intellectual Economics,1822-8011,18228011,18200,Transferred,Transferred back to the society as of 2017
11217,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",International Economics,2110-7017,21107017,17008,Active,
11218,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",International Journal of Forecasting,0169-2070,01692070,05378,Active,
11219,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",International Journal of Industrial Organization,0167-7187,01677187,05379,Active,
11220,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",International Journal of Innovation Studies,2096-2487,20962487,18405,Active,
11221,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",The International Journal of Management Education,1472-8117,14728117,17001,Active,
11222,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Investigaciones de Historia Económica,1698-6989,16986989,15958,Transferred,Transferred back to the society as of 2019
11223,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Economy and Technology,2949-9488,29499488,31619,Active,
11224,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Behavioral and Experimental Economics,2214-8043,22148043,07430,Active,Formerly known as The Journal of Socio-Economics
11225,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Behavioral and Experimental Finance,2214-6350,22146350,17034,Active,
11226,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Commodity Markets,2405-8513,24058513,18196,Active,
11227,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Economic Behavior & Organization,0167-2681,01672681,05389,Active,
11228,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",The Journal of the Economics of Ageing,2212-828X,2212828X,08816,Active,
11229,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Financial Stability,1572-3089,15723089,05540,Active,
11230,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Forest Economics,1104-6899,11046899,10008,Transferred,Transferred to Now Publishers as of 2019
11231,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Government and Economics,2667-3193,26673193,31170,Active,
11232,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Income Distribution,0926-6437,09266437,07448,Transferred,Transferred to Transaction Publishers Distribution as of 2001
11233,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)","Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
11234,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Kasetsart Journal of Social Sciences,2452-3151,24523151,18199,Transferred,Transferred back to the society as of 2019
11235,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Labour Economics,0927-5371,09275371,05404,Active,
11236,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Next Research,3050-4759,30504759,31960,Active,
11237,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Norteamérica,1870-3550,18703550,16874,Transferred,Transferred back to the society as of 2018
11238,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Pacific Science Review,1229-5450,12295450,18094,Discontinued,Title discontinued as of 2016
11239,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Problemas del Desarrollo,0301-7036,03017036,16875,Transferred,Transferred back to the society as of 2018
11240,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Progress in Economic Geography,2949-6942,29496942,31485,Active,
11241,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Globalization,2590-051X,2590051X,30028,Active,
11242,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Social Stratification and Mobility,0276-5624,02765624,04238,Active,
11243,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Transportation Business & Management,2210-5395,22105395,12904,Active,
11244,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Transportation Economics,0739-8859,07398859,05606,Active,
11245,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Revista Mexicana de Ciencias Políticas y Sociales,0185-1918,01851918,16878,Transferred,Transferred back to the society as of 2018
11246,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Revista Mexicana de Opinión Pública,1870-7300,18707300,16880,Transferred,Transferred back to the society as of 2018
11247,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Risk Sciences,2950-6298,29506298,31843,Active,
11248,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",The Spanish Review of Financial Economics,2173-1268,21731268,15955,Transferred,Transferred back to the society as of 2018
11249,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Sports Economics Review,2773-1618,27731618,31448,Active,
11250,Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Utilities Policy,0957-1787,09571787,03090,Active,
11308,Social Sciences and Humanities,Psychology,Applied Psychology,"Accounting, Organizations and Society",0361-3682,03613682,00486,Active,
11309,Social Sciences and Humanities,Psychology,Applied Psychology,Acta de Investigación Psicológica,2007-4719,20074719,16847,Transferred,Transferred back to the society as of 2018
11310,Social Sciences and Humanities,Psychology,Applied Psychology,Applied Behavioral Science Review,1068-8595,10688595,07401,Discontinued,Title discontinued as of 2000
11311,Social Sciences and Humanities,Psychology,Applied Psychology,Applied and Preventive Psychology,0962-1849,09621849,04060,Discontinued,Title discontinued as of 2013
11313,Social Sciences and Humanities,Psychology,Applied Psychology,Contemporary Educational Psychology,0361-476X,0361476X,12019,Active,
11314,Social Sciences and Humanities,Psychology,Applied Psychology,Current Opinion in Psychology,2352-250X,2352250X,18066,Active,
11315,Social Sciences and Humanities,Psychology,Applied Psychology,Early Childhood Research Quarterly,0885-2006,08852006,07453,Active,
11316,Social Sciences and Humanities,Psychology,Applied Psychology,Human Resource Management Review,1053-4822,10534822,07410,Active,
11317,Social Sciences and Humanities,Psychology,Applied Psychology,International Journal of Clinical and Health Psychology,1697-2600,16972600,15827,Active,
11318,Social Sciences and Humanities,Psychology,Applied Psychology,International Journal of Innovation Studies,2096-2487,20962487,18405,Active,
11323,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Applied Research in Memory and Cognition,2211-3681,22113681,14077,Transferred,Transferred to American Psychological Association as of 2022
11324,Social Sciences and Humanities,Psychology,Applied Psychology,"Journal of Behavior, Health & Social Issues",2007-0780,20070780,16867,Transferred,Transferred back to the society as of 2019
11325,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Behavioral and Experimental Economics,2214-8043,22148043,07430,Active,Formerly known as The Journal of Socio-Economics
11327,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Consumer Psychology,1057-7408,10577408,07814,Transferred,Transferred to Wiley as of 2018
11329,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Direct Marketing,0892-0591,08920591,07816,Changed Name,Continued as Journal of Interactive Marketing
11330,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Economic Behavior & Organization,0167-2681,01672681,05389,Active,
11331,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Economic Psychology,0167-4870,01674870,05289,Active,
11332,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Environmental Psychology,0272-4944,02724944,12640,Active,
11334,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Interactive Marketing,1094-9968,10949968,07816,Transferred,Formerly known as Journal of Direct Marketing; Transferred back to society as of 2022
11335,Social Sciences and Humanities,Psychology,Applied Psychology,The Journal of Mathematical Behavior,0732-3123,07323123,07457,Active,
11336,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Mood and Anxiety Disorders,2950-0044,29500044,31629,Active,
11337,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Retailing,0022-4359,00224359,07427,Active,
11338,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of School Psychology,0022-4405,00224405,00699,Active,
11339,Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Vocational Behavior,0001-8791,00018791,12086,Active,
11340,Social Sciences and Humanities,Psychology,Applied Psychology,Kasetsart Journal of Social Sciences,2452-3151,24523151,18199,Transferred,Transferred back to the society as of 2019
11341,Social Sciences and Humanities,Psychology,Applied Psychology,The Leadership Quarterly,1048-9843,10489843,07433,Active,
11342,Social Sciences and Humanities,Psychology,Applied Psychology,Mindfulness & Compassion,2445-4079,24454079,16437,Transferred,Transferred back to the society as of 2018
11343,Social Sciences and Humanities,Psychology,Applied Psychology,Organizational Behavior and Human Decision Processes,0749-5978,07495978,12100,Active,Formerly known as Organizational Behavior and Human Performance
11344,Social Sciences and Humanities,Psychology,Applied Psychology,Organizational Behavior and Human Performance,0030-5073,00305073,12100,Changed Name,Continued as Organizational Behavior and Human Decision Processes
11345,Social Sciences and Humanities,Psychology,Applied Psychology,Organizational Dynamics,0090-2616,00902616,07753,Active,
11346,Social Sciences and Humanities,Psychology,Applied Psychology,Performance Enhancement & Health,2211-2669,22112669,12946,Active,
11347,Social Sciences and Humanities,Psychology,Applied Psychology,Personality and Individual Differences,0191-8869,01918869,00603,Active,
11348,Social Sciences and Humanities,Psychology,Applied Psychology,Pratiques Psychologiques,1269-1763,12691763,09159,Active,
11349,Social Sciences and Humanities,Psychology,Applied Psychology,Psychologie du Travail et des Organisations,1420-2530,14202530,09157,Active,
11350,Social Sciences and Humanities,Psychology,Applied Psychology,Psychology of Sport and Exercise,1469-0292,14690292,00731,Active,
11351,Social Sciences and Humanities,Psychology,Applied Psychology,Psychosocial Intervention,1132-0559,11320559,15998,Transferred,Transferred back to the society as of 2018
11352,Social Sciences and Humanities,Psychology,Applied Psychology,Research in Organizational Behavior,0191-3085,01913085,12702,Active,
11353,Social Sciences and Humanities,Psychology,Applied Psychology,Revista Iberoamericana de Psicología y Salud,2171-2069,21712069,16884,Transferred,Transferred back to the society as of 2017
11354,Social Sciences and Humanities,Psychology,Applied Psychology,Revista Latinoamericana de Psicología,0120-0534,01200534,16839,Transferred,Transferred back to the society as of 2018
11355,Social Sciences and Humanities,Psychology,Applied Psychology,Revista de Psicodidáctica,1136-1034,11361034,16447,Active,
11356,Social Sciences and Humanities,Psychology,Applied Psychology,Revista de Psicodidáctica (English ed.),2530-3805,25303805,16445,Active,
11357,Social Sciences and Humanities,Psychology,Applied Psychology,Revista de Psicología del Trabajo y de las Organizaciones,1576-5962,15765962,15819,Transferred,Transferred back to the society as of 2018
11358,Social Sciences and Humanities,Psychology,Applied Psychology,Revue Européenne de Psychologie Appliquée,1162-9088,11629088,09160,Active,
11359,Social Sciences and Humanities,Psychology,Applied Psychology,Scandinavian Journal of Management,0956-5221,09565221,00872,Active,Formerly known as Scandinavian Journal of Management Studies
11360,Social Sciences and Humanities,Psychology,Applied Psychology,Suma Psicológica,0121-4381,01214381,16841,Transferred,Transferred back to the society as of 2018
11361,Social Sciences and Humanities,Psychology,Applied Psychology,Technological Forecasting and Social Change,0040-1625,00401625,07771,Active,Formerly known as Technological Forecasting
11362,Social Sciences and Humanities,Psychology,Applied Psychology,Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,13698478,01022,Active,
11466,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Acta de Investigación Psicológica,2007-4719,20074719,16847,Transferred,Transferred back to the society as of 2018
11468,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Advances in Behaviour Research and Therapy,0146-6402,01466402,00458,Discontinued,Title discontinued as of 1995
11472,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Biologically Inspired Cognitive Architectures,2212-683X,2212683X,09913,Incorporated,Incorporated into Cognitive Systems Research
11473,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,"Brain, Behavior, and Immunity",0889-1591,08891591,12008,Active,
11476,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Cognition,0010-0277,00100277,05257,Active,
11477,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Cognitive Development,0885-2014,08852014,07450,Active,
11478,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Cognitive Psychology,0010-0285,00100285,12022,Active,
11479,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Cognitive Science,0364-0213,03640213,07451,Transferred,Transferred to Lawrence Erlbaum Associates as of 2005
11480,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Cognitive Systems Research,1389-0417,13890417,09913,Active,Incorporating Biologically Inspired Cognitive Architectures
11481,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Computer Speech & Language,0885-2308,08852308,12659,Active,
11482,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Computers in Human Behavior,0747-5632,07475632,00759,Active,
11483,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Consciousness and Cognition,1053-8100,10538100,12018,Active,
11484,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Developmental Review,0273-2297,02732297,12026,Active,
11486,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Intelligence,0160-2896,01602896,07455,Active,
11487,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,International Journal of Child-Computer Interaction,2212-8689,22128689,18006,Active,
11488,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,International Journal of Human-Computer Studies,1071-5819,10715819,12608,Active,Formerly known as International Journal of Man-Machine Studies; Incorporating Knowledge Acquisition
11489,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,International Journal of Man-Machine Studies,0020-7373,00207373,12608,Changed Name,Continued as International Journal of Human-Computer Studies
11492,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Applied Research in Memory and Cognition,2211-3681,22113681,14077,Transferred,Transferred to American Psychological Association as of 2022
11493,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Behavioral and Cognitive Therapy,2589-9791,25899791,15573,Active,Formerly known as Journal de Thérapie Comportementale et Cognitive
11494,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Behavioral and Experimental Finance,2214-6350,22146350,17034,Active,
11496,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Creativity,2713-3745,27133745,31335,Active,
11497,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Environmental Psychology,0272-4944,02724944,12640,Active,
11500,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Mathematical Psychology,0022-2496,00222496,12075,Active,
11502,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Mood and Anxiety Disorders,2950-0044,29500044,31629,Active,
11505,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal de Thérapie Comportementale et Cognitive,1155-1704,11551704,15573,Changed Name,Continued as Journal of Behavioral and Cognitive Therapy
11506,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Journal of Verbal Learning and Verbal Behavior,0022-5371,00225371,12074,Changed Name,Continued as Journal of Memory and Language
11507,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Language & Communication,0271-5309,02715309,00616,Active,
11508,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Learning and Motivation,0023-9690,00239690,12088,Active,
11509,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Lingua,0024-3841,00243841,05295,Active,
11510,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Methods in Psychology,2590-2601,25902601,30115,Active,
